,sym1,sym2,p_value,t_value,c_value,hedge_ratio,zero_crossings
1158,API3USDT,TRBUSDT,0.01,-3.77,-3.37,0.03,9
2509,CTCUSDT,NMRUSDT,0.01,-3.95,-3.37,0.01,9
6211,STGUSDT,CROUSDT,0.0,-5.75,-3.37,9.05,9
4923,MINAUSDT,LINKUSDT,0.04,-3.45,-3.37,0.06,9
2508,CTCUSDT,NKNUSDT,0.01,-4.07,-3.37,1.72,9
844,ALPHAUSDT,TUSDT,0.0,-4.49,-3.37,4.43,9
1910,BUSDUSDT,SXPUSDT,0.01,-3.77,-3.37,3.75,9
1737,BSWUSDT,ASTRUSDT,0.04,-3.46,-3.37,1.19,9
2804,CYBERUSDT,STORJUSDT,0.0,-4.27,-3.37,14.55,9
5328,OGUSDT,DUSKUSDT,0.02,-3.74,-3.37,41.52,9
931,APEUSDT,BALUSDT,0.03,-3.5,-3.37,0.35,9
6215,STGUSDT,CVCUSDT,0.0,-5.49,-3.37,6.54,9
4896,MINAUSDT,AUCTIONUSDT,0.03,-3.56,-3.37,0.08,9
2125,CEEKUSDT,TRBUSDT,0.0,-4.22,-3.37,0.0,9
4915,MINAUSDT,GRTUSDT,0.02,-3.7,-3.37,4.48,9
3695,GALAUSDT,BADGERUSDT,0.0,-4.26,-3.37,0.01,9
7006,XVSUSDT,IDUSDT,0.04,-3.45,-3.37,21.27,9
438,1000FLOKIUSDT,XMRUSDT,0.04,-3.42,-3.37,0.0,9
6218,STGUSDT,DASHUSDT,0.0,-5.58,-3.37,0.02,9
5723,QNTUSDT,YGGUSDT,0.0,-4.44,-3.37,458.77,9
319,1000BTTUSDT,MANAUSDT,0.01,-3.84,-3.37,0.0,9
6220,STGUSDT,DGBUSDT,0.0,-5.26,-3.37,71.12,9
5722,QNTUSDT,YFIUSDT,0.01,-4.07,-3.37,0.02,9
1393,AUDIOUSDT,HOOKUSDT,0.01,-3.89,-3.37,0.19,9
7351,ZECUSDT,XLMUSDT,0.01,-3.84,-3.37,211.65,9
2127,CEEKUSDT,TRXUSDT,0.0,-4.28,-3.37,0.45,9
2503,CTCUSDT,MINAUSDT,0.0,-4.22,-3.37,0.39,9
5719,QNTUSDT,XTZUSDT,0.0,-4.83,-3.37,139.85,9
840,ALPHAUSDT,SUSHIUSDT,0.01,-3.87,-3.37,0.13,9
6957,XVSUSDT,AGIXUSDT,0.03,-3.55,-3.37,24.71,9
4298,ILVUSDT,1INCHUSDT,0.0,-12.55,-3.37,166.15,9
4926,MINAUSDT,LTCUSDT,0.0,-4.15,-3.37,0.01,9
7346,ZECUSDT,TRXUSDT,0.03,-3.58,-3.37,309.33,9
1161,API3USDT,TUSDT,0.03,-3.48,-3.37,61.17,9
6204,STGUSDT,CFXUSDT,0.0,-5.62,-3.37,3.87,9
4900,MINAUSDT,BNXUSDT,0.02,-3.76,-3.37,1.8,9
3239,ETHUSDT,QTUMUSDT,0.01,-3.89,-3.37,755.66,9
3241,ETHUSDT,RNDRUSDT,0.0,-4.28,-3.37,1041.64,9
3574,FLRUSDT,XVSUSDT,0.04,-3.41,-3.37,0.0,9
4260,IDEXUSDT,FILUSDT,0.04,-3.38,-3.37,0.01,9
1152,API3USDT,STORJUSDT,0.0,-4.29,-3.37,3.03,9
6949,XVGUSDT,LINKUSDT,0.04,-3.42,-3.37,0.0,9
7322,ZECUSDT,FILUSDT,0.01,-4.01,-3.37,7.84,9
1741,BSWUSDT,AXSUSDT,0.04,-3.43,-3.37,0.01,9
3570,FLRUSDT,XMRUSDT,0.01,-3.81,-3.37,0.0,9
4950,MINAUSDT,TUSDT,0.01,-3.87,-3.37,21.78,9
1922,BUSDUSDT,XRPUSDT,0.0,-4.72,-3.37,2.04,9
3971,GPTUSDT,CTKUSDT,0.02,-3.76,-3.37,0.02,9
3243,ETHUSDT,SUSHIUSDT,0.01,-3.77,-3.37,2644.05,9
3045,DOTUSDT,GMTUSDT,0.03,-3.49,-3.37,26.91,9
1919,BUSDUSDT,XEMUSDT,0.0,-5.25,-3.37,39.85,9
420,1000FLOKIUSDT,RSRUSDT,0.02,-3.65,-3.37,8.5,9
4944,MINAUSDT,SANDUSDT,0.04,-3.46,-3.37,1.27,9
1629,BOBAUSDT,ETHUSDT,0.04,-3.4,-3.37,0.0,9
7339,ZECUSDT,PHBUSDT,0.02,-3.75,-3.37,45.26,9
2109,CEEKUSDT,SEIUSDT,0.01,-3.77,-3.37,0.31,9
2515,CTCUSDT,OPUSDT,0.0,-4.37,-3.37,0.11,9
6196,STGUSDT,BNXUSDT,0.0,-5.3,-3.37,2.19,9
3558,FLRUSDT,SUNUSDT,0.04,-3.4,-3.37,2.13,9
5731,QTUMUSDT,VGXUSDT,0.01,-3.81,-3.37,16.75,9
1738,BSWUSDT,ATOMUSDT,0.04,-3.42,-3.37,0.01,9
3245,ETHUSDT,TRXUSDT,0.0,-5.15,-3.37,19644.66,9
3246,ETHUSDT,USDCUSDT,0.0,-5.03,-3.37,1619.07,9
430,1000FLOKIUSDT,TRBUSDT,0.0,-4.2,-3.37,0.0,9
3968,GPTUSDT,COTIUSDT,0.01,-3.87,-3.37,0.22,9
4875,MAVUSDT,ONTUSDT,0.01,-3.85,-3.37,1.38,9
3671,FTMUSDT,YFIUSDT,0.02,-3.61,-3.37,0.0,9
1206,APTUSDT,ICXUSDT,0.03,-3.55,-3.37,31.39,9
5127,OCEANUSDT,HFTUSDT,0.0,-5.38,-3.37,1.01,9
1969,CEEKUSDT,AUCTIONUSDT,0.02,-3.69,-3.37,0.01,9
5897,RNDRUSDT,SLPUSDT,0.0,-4.3,-3.37,1134.53,9
4103,GPTUSDT,USDCUSDT,0.0,-10.5,-3.37,0.01,9
4102,GPTUSDT,UNIUSDT,0.0,-7.27,-3.37,0.0,9
4101,GPTUSDT,UMAUSDT,0.0,-4.71,-3.37,0.01,9
5133,OCEANUSDT,INJUSDT,0.0,-5.18,-3.37,0.04,9
1767,BSWUSDT,HIGHUSDT,0.02,-3.61,-3.37,0.05,9
5888,RNDRUSDT,MKRUSDT,0.02,-3.76,-3.37,0.0,9
694,ALICEUSDT,CVCUSDT,0.01,-3.91,-3.37,10.73,9
4099,GPTUSDT,TUSDT,0.0,-4.76,-3.37,0.53,9
177,10000NFTUSDT,MATICUSDT,0.02,-3.71,-3.37,0.01,9
4041,GPTUSDT,LUNA2USDT,0.02,-3.75,-3.37,0.02,9
4042,GPTUSDT,MAGICUSDT,0.0,-5.32,-3.37,0.02,9
1970,CEEKUSDT,AUDIOUSDT,0.02,-3.64,-3.37,0.25,9
4039,GPTUSDT,LRCUSDT,0.01,-3.98,-3.37,0.05,9
1961,CEEKUSDT,ARBUSDT,0.01,-3.89,-3.37,0.05,9
6048,SLPUSDT,MAGICUSDT,0.04,-3.44,-3.37,0.0,9
7266,YFIIUSDT,ZRXUSDT,0.0,-4.68,-3.37,2398.98,9
3115,DYDXUSDT,RNDRUSDT,0.01,-3.88,-3.37,1.25,9
5925,RPLUSDT,EGLDUSDT,0.03,-3.54,-3.37,0.91,9
5807,RLCUSDT,ATOMUSDT,0.01,-3.78,-3.37,0.15,9
679,ALICEUSDT,ARKMUSDT,0.04,-3.45,-3.37,2.11,9
4120,GPTUSDT,ZENUSDT,0.0,-5.94,-3.37,0.0,9
5113,OCEANUSDT,EOSUSDT,0.0,-4.77,-3.37,0.56,9
3119,DYDXUSDT,TRBUSDT,0.02,-3.65,-3.37,0.06,9
4119,GPTUSDT,ZECUSDT,0.0,-4.36,-3.37,0.0,9
4023,GPTUSDT,JSTUSDT,0.0,-10.85,-3.37,0.43,9
3648,FTMUSDT,RNDRUSDT,0.01,-3.96,-3.37,0.12,9
684,ALICEUSDT,AUCTIONUSDT,0.01,-4.07,-3.37,0.16,9
4111,GPTUSDT,XMRUSDT,0.0,-4.73,-3.37,0.0,9
3183,EOSUSDT,BCHUSDT,0.04,-3.42,-3.37,0.0,9
230,10000NFTUSDT,TRBUSDT,0.01,-3.81,-3.37,0.0,9
5904,RNDRUSDT,UNIUSDT,0.02,-3.69,-3.37,0.36,9
4094,GPTUSDT,THETAUSDT,0.0,-5.0,-3.37,0.02,9
5145,OCEANUSDT,LINKUSDT,0.0,-4.53,-3.37,0.05,9
4044,GPTUSDT,MASKUSDT,0.0,-5.31,-3.37,0.0,9
5147,OCEANUSDT,LQTYUSDT,0.0,-5.02,-3.37,0.4,9
5170,OCEANUSDT,PHBUSDT,0.01,-4.01,-3.37,0.56,9
4064,GPTUSDT,PAXGUSDT,0.0,-9.54,-3.37,0.0,9
3159,ENJUSDT,WAVESUSDT,0.04,-3.41,-3.37,0.15,9
878,AMBUSDT,LRCUSDT,0.01,-3.96,-3.37,0.04,9
5174,OCEANUSDT,RDNTUSDT,0.0,-4.77,-3.37,1.49,9
3146,ENJUSDT,ARKMUSDT,0.03,-3.51,-3.37,0.64,9
4062,GPTUSDT,ORDIUSDT,0.0,-5.82,-3.37,0.0,9
5853,RLCUSDT,SWEATUSDT,0.0,-4.16,-3.37,143.95,9
4061,GPTUSDT,OPUSDT,0.0,-5.52,-3.37,0.01,9
3147,ENJUSDT,AUCTIONUSDT,0.04,-3.4,-3.37,0.05,9
4060,GPTUSDT,ONTUSDT,0.0,-5.77,-3.37,0.06,9
3149,ENJUSDT,EDUUSDT,0.04,-3.39,-3.37,0.53,9
5848,RLCUSDT,SFPUSDT,0.02,-3.75,-3.37,1.73,9
4058,GPTUSDT,OGUSDT,0.03,-3.56,-3.37,0.0,9
5184,OCEANUSDT,SFPUSDT,0.02,-3.75,-3.37,0.53,9
4054,GPTUSDT,NKNUSDT,0.0,-4.31,-3.37,0.11,9
4053,GPTUSDT,NEOUSDT,0.0,-5.14,-3.37,0.0,9
4070,GPTUSDT,QTUMUSDT,0.0,-5.46,-3.37,0.0,9
5197,OCEANUSDT,TRBUSDT,0.0,-4.45,-3.37,0.01,9
4090,GPTUSDT,SUNUSDT,0.01,-3.92,-3.37,1.72,9
5149,OCEANUSDT,MAGICUSDT,0.01,-4.07,-3.37,0.67,9
5200,OCEANUSDT,TUSDT,0.0,-5.26,-3.37,18.19,9
3631,FTMUSDT,IOSTUSDT,0.01,-3.94,-3.37,27.37,9
4045,GPTUSDT,MATICUSDT,0.0,-5.8,-3.37,0.02,9
4046,GPTUSDT,MAVUSDT,0.0,-5.72,-3.37,0.04,9
4084,GPTUSDT,SLPUSDT,0.0,-4.41,-3.37,6.69,9
4071,GPTUSDT,RDNTUSDT,0.0,-10.97,-3.37,0.04,9
1985,CEEKUSDT,C98USDT,0.02,-3.65,-3.37,0.28,9
1771,BSWUSDT,IDUSDT,0.04,-3.39,-3.37,0.3,9
4075,GPTUSDT,ROSEUSDT,0.0,-11.01,-3.37,0.23,9
7242,YFIIUSDT,TRBUSDT,0.0,-4.21,-3.37,13.34,9
7229,YFIIUSDT,SFPUSDT,0.01,-3.82,-3.37,722.68,9
707,ALICEUSDT,INJUSDT,0.02,-3.63,-3.37,0.11,9
1445,BAKEUSDT,HOOKUSDT,0.01,-3.87,-3.37,0.13,9
4121,GPTUSDT,ZILUSDT,0.01,-4.07,-3.37,0.57,9
4017,GPTUSDT,INJUSDT,0.0,-11.35,-3.37,0.0,9
4000,GPTUSDT,GLMUSDT,0.0,-5.4,-3.37,0.05,9
332,1000BTTUSDT,QTUMUSDT,0.01,-3.94,-3.37,0.0,9
3086,DUSKUSDT,SNXUSDT,0.04,-3.39,-3.37,0.05,9
3989,GPTUSDT,FILUSDT,0.0,-5.86,-3.37,0.0,9
3661,FTMUSDT,TRBUSDT,0.0,-4.35,-3.37,0.01,9
6012,SLPUSDT,CRVUSDT,0.0,-4.27,-3.37,0.0,9
7117,YFIIUSDT,COMBOUSDT,0.0,-4.11,-3.37,812.34,9
5053,NMRUSDT,DUSKUSDT,0.02,-3.6,-3.37,112.66,9
3088,DUSKUSDT,THETAUSDT,0.02,-3.76,-3.37,0.19,9
5785,REEFUSDT,FITFIUSDT,0.03,-3.54,-3.37,0.4,9
376,1000FLOKIUSDT,CKBUSDT,0.04,-3.42,-3.37,5.89,9
3602,FTMUSDT,ATAUSDT,0.03,-3.57,-3.37,2.55,9
7124,YFIIUSDT,CVCUSDT,0.0,-4.28,-3.37,6062.77,9
4159,HNTUSDT,BAKEUSDT,0.03,-3.48,-3.37,13.36,9
7126,YFIIUSDT,DARUSDT,0.0,-4.59,-3.37,4924.23,9
2604,CVCUSDT,LQTYUSDT,0.0,-4.12,-3.37,0.09,9
642,AKROUSDT,TRUUSDT,0.05,-3.38,-3.37,0.31,9
640,AKROUSDT,SXPUSDT,0.02,-3.68,-3.37,0.04,9
3987,GPTUSDT,ETHUSDT,0.0,-5.54,-3.37,0.0,9
3979,GPTUSDT,DOTUSDT,0.0,-5.29,-3.37,0.0,9
3973,GPTUSDT,CVCUSDT,0.0,-5.44,-3.37,0.13,9
2046,CEEKUSDT,IDUSDT,0.02,-3.63,-3.37,0.18,9
3976,GPTUSDT,DASHUSDT,0.0,-4.75,-3.37,0.0,9
3669,FTMUSDT,XEMUSDT,0.03,-3.48,-3.37,7.65,9
3082,DUSKUSDT,LQTYUSDT,0.04,-3.42,-3.37,0.14,9
4879,MAVUSDT,XVSUSDT,0.02,-3.76,-3.37,0.05,9
61,10000NFTUSDT,ATOMUSDT,0.01,-3.9,-3.37,0.0,9
3984,GPTUSDT,ENSUSDT,0.0,-4.81,-3.37,0.0,9
7295,YGGUSDT,SLPUSDT,0.02,-3.62,-3.37,146.47,9
3205,EOSUSDT,USDCUSDT,0.02,-3.7,-3.37,0.56,9
5778,RDNTUSDT,TRUUSDT,0.03,-3.48,-3.37,6.12,9
6033,SLPUSDT,HIGHUSDT,0.0,-4.63,-3.37,0.0,9
331,1000BTTUSDT,QNTUSDT,0.0,-4.15,-3.37,0.0,9
3595,FORTHUSDT,SFPUSDT,0.0,-4.21,-3.37,4.6,9
5251,OGNUSDT,DENTUSDT,0.04,-3.42,-3.37,150.87,9
648,AKROUSDT,XLMUSDT,0.02,-3.64,-3.37,0.09,9
2640,CYBERUSDT,APTUSDT,0.0,-4.3,-3.37,0.98,9
375,1000FLOKIUSDT,CELRUSDT,0.05,-3.38,-3.37,1.39,9
889,AMBUSDT,UMAUSDT,0.0,-4.37,-3.37,0.01,9
3614,FTMUSDT,CTSIUSDT,0.02,-3.72,-3.37,1.53,9
5800,RENUSDT,XVSUSDT,0.0,-4.28,-3.37,0.01,9
7160,YFIIUSDT,HIGHUSDT,0.01,-4.09,-3.37,320.4,9
7167,YFIIUSDT,IDUSDT,0.01,-3.85,-3.37,2044.44,9
2017,CEEKUSDT,ETCUSDT,0.01,-4.03,-3.37,0.0,9
2015,CEEKUSDT,ENSUSDT,0.0,-5.03,-3.37,0.01,9
2733,CYBERUSDT,IOTAUSDT,0.0,-4.37,-3.37,31.96,9
1204,APTUSDT,HBARUSDT,0.02,-3.63,-3.37,104.23,9
46,10000NFTUSDT,ALPACAUSDT,0.01,-3.88,-3.37,0.03,9
5804,RLCUSDT,ALGOUSDT,0.02,-3.72,-3.37,10.88,9
3651,FTMUSDT,SANDUSDT,0.02,-3.71,-3.37,0.65,9
5100,OCEANUSDT,CRVUSDT,0.01,-3.97,-3.37,0.74,9
5101,OCEANUSDT,CTSIUSDT,0.0,-4.51,-3.37,2.52,9
5940,SANDUSDT,DUSKUSDT,0.02,-3.7,-3.37,2.64,9
5236,OGNUSDT,AXSUSDT,0.01,-4.06,-3.37,0.02,9
5799,RENUSDT,XTZUSDT,0.02,-3.73,-3.37,0.07,9
5084,OCEANUSDT,BATUSDT,0.0,-4.92,-3.37,1.85,9
2610,CVCUSDT,THETAUSDT,0.02,-3.62,-3.37,0.12,9
7132,YFIIUSDT,DUSKUSDT,0.0,-4.24,-3.37,3798.25,9
890,AMBUSDT,VGXUSDT,0.04,-3.43,-3.37,0.06,9
3092,DYDXUSDT,BCHUSDT,0.04,-3.42,-3.37,0.01,9
1757,BSWUSDT,EGLDUSDT,0.05,-3.38,-3.37,0.0,9
3191,EOSUSDT,JSTUSDT,0.02,-3.62,-3.37,26.31,9
7143,YFIIUSDT,FITFIUSDT,0.01,-3.92,-3.37,129569.57,9
3093,DYDXUSDT,COMBOUSDT,0.02,-3.67,-3.37,3.7,9
4012,GPTUSDT,ICXUSDT,0.0,-5.42,-3.37,0.06,9
7144,YFIIUSDT,FLMUSDT,0.01,-3.96,-3.37,4767.64,9
4001,GPTUSDT,GMTUSDT,0.0,-5.69,-3.37,0.06,9
864,AMBUSDT,CHZUSDT,0.03,-3.47,-3.37,0.14,9
4009,GPTUSDT,HOOKUSDT,0.0,-5.66,-3.37,0.01,9
4010,GPTUSDT,HOTUSDT,0.02,-3.68,-3.37,8.73,9
5082,OCEANUSDT,BAKEUSDT,0.0,-4.22,-3.37,2.98,9
5772,RADUSDT,XEMUSDT,0.04,-3.42,-3.37,53.21,9
4056,GPTUSDT,OCEANUSDT,0.0,-5.15,-3.37,0.03,9
6256,STGUSDT,HOTUSDT,0.0,-6.22,-3.37,438.29,9
1693,BSVUSDT,AXSUSDT,0.04,-3.38,-3.37,6.92,9
6512,TLMUSDT,MANAUSDT,0.01,-3.93,-3.37,0.03,9
1530,BCHUSDT,BUSDUSDT,0.0,-4.29,-3.37,208.27,9
4673,LOOKSUSDT,ORDIUSDT,0.04,-3.44,-3.37,0.02,9
1837,BUSDUSDT,ATOMUSDT,0.0,-4.56,-3.37,0.15,9
1046,APEUSDT,WAVESUSDT,0.03,-3.58,-3.37,0.73,9
4464,ILVUSDT,TRBUSDT,0.0,-7.84,-3.37,1.27,9
1368,AUCTIONUSDT,BANDUSDT,0.04,-3.46,-3.37,4.67,9
2341,CROUSDT,XEMUSDT,0.03,-3.52,-3.37,2.03,9
3341,ETHWUSDT,HIGHUSDT,0.01,-3.92,-3.37,0.98,9
6781,VGXUSDT,10000LADYSUSDT,0.0,-4.74,-3.37,381.68,9
3812,GLMRUSDT,ANKRUSDT,0.03,-3.5,-3.37,9.06,9
2344,CROUSDT,ZRXUSDT,0.04,-3.44,-3.37,0.29,9
4683,LPTUSDT,FORTHUSDT,0.01,-4.1,-3.37,2.18,9
5584,QNTUSDT,CHZUSDT,0.01,-3.8,-3.37,1597.84,9
980,APEUSDT,HBARUSDT,0.04,-3.42,-3.37,22.72,9
6776,USDCUSDT,YFIUSDT,0.01,-4.0,-3.37,0.0,9
2946,DODOUSDT,ASTRUSDT,0.03,-3.52,-3.37,1.79,9
6775,USDCUSDT,XRPUSDT,0.03,-3.57,-3.37,2.04,9
1043,APEUSDT,TUSDT,0.03,-3.56,-3.37,65.45,9
3356,ETHWUSDT,KASUSDT,0.01,-3.96,-3.37,27.95,9
1040,APEUSDT,THETAUSDT,0.01,-3.81,-3.37,1.88,9
991,APEUSDT,JASMYUSDT,0.03,-3.53,-3.37,323.28,9
3797,GALAUSDT,ZRXUSDT,0.0,-4.21,-3.37,0.08,9
1377,AUCTIONUSDT,WLDUSDT,0.02,-3.74,-3.37,3.89,9
3424,ETHWUSDT,TRBUSDT,0.01,-3.9,-3.37,0.04,9
6547,TRUUSDT,XVSUSDT,0.02,-3.74,-3.37,0.01,9
2944,DGBUSDT,VGXUSDT,0.0,-4.21,-3.37,0.05,9
784,ALPHAUSDT,BCHUSDT,0.04,-3.4,-3.37,0.0,9
986,APEUSDT,IDEXUSDT,0.04,-3.38,-3.37,24.84,9
1044,APEUSDT,UMAUSDT,0.03,-3.53,-3.37,0.83,9
257,1000BTTUSDT,1000PEPEUSDT,0.0,-4.18,-3.37,0.59,9
2940,DENTUSDT,TRBUSDT,0.0,-4.98,-3.37,0.0,9
6531,TLMUSDT,VETUSDT,0.0,-4.34,-3.37,0.59,9
3813,GLMRUSDT,ARKMUSDT,0.04,-3.38,-3.37,0.47,9
2875,DARUSDT,KASUSDT,0.04,-3.38,-3.37,1.85,9
992,APEUSDT,KAVAUSDT,0.01,-3.86,-3.37,1.8,9
6787,VGXUSDT,ALICEUSDT,0.03,-3.5,-3.37,0.17,9
2370,CTCUSDT,ACHUSDT,0.0,-4.45,-3.37,9.95,9
539,ACHUSDT,GALAUSDT,0.01,-4.0,-3.37,1.03,9
2374,CTCUSDT,AKROUSDT,0.0,-4.36,-3.37,13.57,9
2375,CTCUSDT,ALGOUSDT,0.0,-4.74,-3.37,1.57,9
5613,QNTUSDT,FXSUSDT,0.02,-3.65,-3.37,17.43,9
2859,DARUSDT,DUSKUSDT,0.04,-3.41,-3.37,0.77,9
2975,DOGEUSDT,COMBOUSDT,0.03,-3.51,-3.37,0.12,9
3322,ETHWUSDT,ETCUSDT,0.02,-3.76,-3.37,0.09,9
4442,ILVUSDT,RENUSDT,0.0,-11.78,-3.37,868.32,9
3436,ETHWUSDT,XEMUSDT,0.01,-3.77,-3.37,52.11,9
3440,ETHWUSDT,XRPUSDT,0.01,-3.82,-3.37,2.66,9
3269,ETHWUSDT,ALPHAUSDT,0.02,-3.65,-3.37,17.06,9
1063,API3USDT,ACHUSDT,0.0,-4.37,-3.37,71.49,9
6802,VGXUSDT,COMBOUSDT,0.04,-3.46,-3.37,0.24,9
5419,OPUSDT,DUSKUSDT,0.01,-3.87,-3.37,12.16,9
1849,BUSDUSDT,CRVUSDT,0.0,-4.47,-3.37,2.36,9
71,10000NFTUSDT,BCHUSDT,0.02,-3.73,-3.37,0.0,9
3324,ETHWUSDT,FITFIUSDT,0.01,-3.88,-3.37,396.79,9
1053,APEUSDT,XVGUSDT,0.04,-3.4,-3.37,335.8,9
1540,BCHUSDT,USDCUSDT,0.01,-3.93,-3.37,208.25,9
4692,LPTUSDT,RDNTUSDT,0.03,-3.56,-3.37,28.18,9
6788,VGXUSDT,ALPACAUSDT,0.0,-4.52,-3.37,0.97,9
3335,ETHWUSDT,GMTUSDT,0.01,-3.8,-3.37,8.64,9
6476,THETAUSDT,FILUSDT,0.01,-4.05,-3.37,0.18,9
1841,BUSDUSDT,BNTUSDT,0.01,-3.97,-3.37,2.46,9
4455,ILVUSDT,STORJUSDT,0.0,-7.62,-3.37,115.98,9
3325,ETHWUSDT,FLMUSDT,0.01,-3.88,-3.37,14.6,9
1056,APEUSDT,YFIUSDT,0.02,-3.72,-3.37,0.0,9
274,1000BTTUSDT,BANDUSDT,0.0,-4.9,-3.37,0.0,9
3327,ETHWUSDT,FLRUSDT,0.01,-3.95,-3.37,115.45,9
3821,GLMRUSDT,DUSKUSDT,0.04,-3.47,-3.37,1.49,9
2208,CFXUSDT,USDCUSDT,0.01,-3.82,-3.37,0.12,9
2971,DOGEUSDT,CELOUSDT,0.02,-3.68,-3.37,0.14,9
76,10000NFTUSDT,BNTUSDT,0.02,-3.69,-3.37,0.01,9
6762,USDCUSDT,INJUSDT,0.03,-3.58,-3.37,0.14,9
28,10000LADYSUSDT,WLDUSDT,0.02,-3.75,-3.37,0.0,9
3775,GALAUSDT,TRBUSDT,0.0,-4.38,-3.37,0.0,9
2288,COTIUSDT,TRBUSDT,0.0,-4.59,-3.37,0.0,9
1013,APEUSDT,OMGUSDT,0.04,-3.44,-3.37,2.56,9
5525,PROMUSDT,RENUSDT,0.03,-3.57,-3.37,84.44,9
243,10000NFTUSDT,XEMUSDT,0.02,-3.7,-3.37,0.14,9
6691,TWTUSDT,SFPUSDT,0.03,-3.58,-3.37,1.35,9
4534,JSTUSDT,TRUUSDT,0.01,-3.85,-3.37,0.62,9
5530,PROMUSDT,USDCUSDT,0.01,-3.77,-3.37,3.93,9
496,1INCHUSDT,API3USDT,0.03,-3.58,-3.37,0.23,9
247,10000NFTUSDT,XRPUSDT,0.02,-3.72,-3.37,0.01,9
4525,JASMYUSDT,SEIUSDT,0.01,-3.87,-3.37,0.03,9
5532,QNTUSDT,10000LADYSUSDT,0.0,-4.51,-3.37,275310.34,9
6714,TWTUSDT,XLMUSDT,0.0,-4.3,-3.37,6.6,9
7520,ZILUSDT,XLMUSDT,0.03,-3.53,-3.37,0.13,9
2234,COMBOUSDT,KAVAUSDT,0.01,-3.78,-3.37,0.83,9
6610,TWTUSDT,DUSKUSDT,0.01,-4.04,-3.37,7.07,9
1373,AUCTIONUSDT,IMXUSDT,0.01,-3.81,-3.37,9.29,9
2920,DASHUSDT,PHBUSDT,0.03,-3.52,-3.37,45.98,9
3764,GALAUSDT,SEIUSDT,0.01,-3.97,-3.37,0.12,9
5504,PENDLEUSDT,XTZUSDT,0.0,-4.21,-3.37,0.89,9
1670,BOBAUSDT,SANDUSDT,0.03,-3.5,-3.37,0.39,9
4568,KLAYUSDT,LITUSDT,0.03,-3.56,-3.37,0.18,9
1671,BOBAUSDT,SNXUSDT,0.04,-3.39,-3.37,0.05,9
3390,ETHWUSDT,ONTUSDT,0.01,-3.8,-3.37,8.11,9
1673,BOBAUSDT,SSVUSDT,0.01,-3.94,-3.37,0.01,9
5516,PHBUSDT,TRBUSDT,0.01,-3.97,-3.37,0.02,9
3396,ETHWUSDT,PHBUSDT,0.01,-3.81,-3.37,2.32,9
4538,KASUSDT,ANKRUSDT,0.03,-3.5,-3.37,2.53,9
4546,KAVAUSDT,BNTUSDT,0.01,-3.88,-3.37,1.55,9
764,ALPACAUSDT,MCUSDT,0.03,-3.53,-3.37,0.45,9
5518,PROMUSDT,ATOMUSDT,0.03,-3.55,-3.37,0.57,9
4543,KASUSDT,XNOUSDT,0.04,-3.47,-3.37,0.08,9
765,ALPACAUSDT,PAXGUSDT,0.01,-3.8,-3.37,0.0,9
5519,PROMUSDT,AUCTIONUSDT,0.03,-3.51,-3.37,0.82,9
7518,ZILUSDT,WOOUSDT,0.0,-7.27,-3.37,0.1,9
5540,QNTUSDT,AGIXUSDT,0.03,-3.49,-3.37,512.16,9
1517,BATUSDT,DOGEUSDT,0.02,-3.61,-3.37,2.76,9
3383,ETHWUSDT,NEOUSDT,0.02,-3.68,-3.37,0.18,9
4495,INJUSDT,BUSDUSDT,0.03,-3.48,-3.37,7.07,9
6746,UNIUSDT,RDNTUSDT,0.02,-3.7,-3.37,20.36,9
3364,ETHWUSDT,LEVERUSDT,0.01,-3.86,-3.37,994.33,9
1791,BSWUSDT,OGNUSDT,0.04,-3.44,-3.37,0.68,9
1685,BOBAUSDT,XTZUSDT,0.02,-3.74,-3.37,0.18,9
149,10000NFTUSDT,INJUSDT,0.02,-3.73,-3.37,0.0,9
6758,USDCUSDT,CRVUSDT,0.01,-3.78,-3.37,2.36,9
4637,LINKUSDT,LOOKSUSDT,0.01,-3.92,-3.37,113.46,9
2313,CROUSDT,ICXUSDT,0.01,-3.95,-3.37,0.31,9
756,ALPACAUSDT,EDUUSDT,0.0,-4.38,-3.37,0.31,9
997,APEUSDT,LINAUSDT,0.03,-3.5,-3.37,107.75,9
1687,BOBAUSDT,XVSUSDT,0.0,-4.26,-3.37,0.03,9
2314,CROUSDT,IOTAUSDT,0.04,-3.43,-3.37,0.32,9
3419,ETHWUSDT,SUSHIUSDT,0.01,-3.88,-3.37,2.13,9
1513,BANDUSDT,TRUUSDT,0.01,-3.8,-3.37,29.57,9
3365,ETHWUSDT,LINAUSDT,0.02,-3.68,-3.37,124.44,9
3366,ETHWUSDT,LINKUSDT,0.01,-3.87,-3.37,0.21,9
6576,TWTUSDT,ARPAUSDT,0.0,-4.29,-3.37,18.06,9
6744,UNIUSDT,LINKUSDT,0.02,-3.72,-3.37,0.69,9
4512,IOSTUSDT,ZECUSDT,0.04,-3.42,-3.37,0.0,9
6594,TWTUSDT,BOBAUSDT,0.0,-4.48,-3.37,6.85,9
1793,BSWUSDT,ORDIUSDT,0.05,-3.37,-3.37,0.02,9
1032,APEUSDT,SNXUSDT,0.02,-3.75,-3.37,0.53,9
5477,OPUSDT,TRBUSDT,0.02,-3.63,-3.37,0.04,9
3408,ETHWUSDT,SEIUSDT,0.03,-3.54,-3.37,10.67,9
